Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order Year,Order Month,Cost_Ratio,Cost,Profit,Profit Margin
813,CA-2015-151995,2015-10-13,2015-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026.0,West,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2015,2015-10,0.85,21.913,3.867000000000001,14.999999418153632
814,CA-2018-143686,2018-05-14,2018-05-14,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704.0,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2018,2018-05,0.7,12.796,5.484000000000002,29.99999835886224
815,CA-2018-143686,2018-05-14,2018-05-14,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704.0,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,2018,2018-05,0.85,1189.9405,209.98950000000013,14.999999989285188
816,CA-2016-106565,2016-03-20,2016-03-23,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,2016,2016-03,0.55,28.512000000000004,23.328,44.999999131944456
817,CA-2017-149370,2017-09-15,2017-09-19,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,5.344,2017,2017-09,0.55,2.9392000000000005,2.4048,44.99999157934288
818,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,41.472,2015,2015-06,0.55,22.809600000000003,18.662399999999998,44.99999891493058
819,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168,2015,2015-06,0.55,1.7424000000000002,1.4256,44.999985795459025
820,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1228.465,2015,2015-06,0.7,859.9254999999999,368.5395,29.99999997557928
821,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086,2015,2015-06,0.55,17.0973,13.988699999999998,44.999998552403056
822,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,2015,2015-06,0.55,184.536,150.98399999999998,44.99999986587982
823,CA-2018-101434,2018-06-20,2018-06-27,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109.0,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,2018,2018-06,0.85,203.9745,35.99549999999999,14.999999937492184
824,CA-2018-101434,2018-06-20,2018-06-27,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109.0,East,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,2018,2018-06,0.55,5.401000000000001,4.419,44.999995417515734
825,US-2015-102071,2015-05-09,2015-05-15,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,2015,2015-05,0.85,57.629999999999995,10.170000000000002,14.999999778761069
826,US-2015-102071,2015-05-09,2015-05-15,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,2015,2015-05,0.85,142.7745,25.19550000000001,14.999999910698344
827,CA-2018-126956,2018-08-21,2018-08-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,2018,2018-08,0.55,19.25,15.75,44.99999871428575
828,CA-2018-126956,2018-08-21,2018-08-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,2018,2018-08,0.55,20.482000000000003,16.758,44.99999879162194
829,CA-2018-126956,2018-08-21,2018-08-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044.0,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2018,2018-08,0.55,8.404,6.8759999999999994,44.99999705497402
830,CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042.0,South,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2018,2018-06,0.7,211.37199999999999,90.588,29.999999900649094
831,CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042.0,South,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,2018,2018-06,0.55,99.363,81.297,44.99999975091332
832,CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042.0,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,2018,2018-06,0.85,163.183,28.796999999999997,14.999999921866861
833,CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042.0,South,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99,2018,2018-06,0.85,56.091499999999996,9.898499999999999,14.999999772692835
834,CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614.0,South,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2017,2017-07,0.55,19.368800000000004,15.847199999999997,44.99999872217177
835,CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614.0,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2017,2017-07,0.55,13.032800000000002,10.6632,44.99999810094538
836,CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614.0,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,2017,2017-07,0.85,225.65375,39.82125000000002,14.99999994349751
837,US-2015-115987,2015-09-08,2015-09-13,Second Class,LH-17020,Lisa Hazard,Consumer,United States,Tyler,Texas,75701.0,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,2015,2015-09,0.55,28.1512,23.032799999999998,44.99999912081903
838,US-2018-156083,2018-11-04,2018-11-11,Standard Class,JL-15175,James Lanier,Home Office,United States,Columbia,Tennessee,38401.0,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,2018,2018-11,0.55,5.3152,4.3488,44.99999534354353
839,US-2017-137547,2017-03-07,2017-03-12,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106.0,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,2017,2017-03,0.85,17.911199999999997,3.160800000000002,14.999999288154939
840,CA-2016-100454,2016-11-20,2016-11-25,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035.0,East,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,2016,2016-11,0.55,33.2475,27.2025,44.99999925558314
841,CA-2016-100454,2016-11-20,2016-11-25,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035.0,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52,2016,2016-11,0.55,6.336,5.183999999999999,44.99999609375034
842,CA-2016-100454,2016-11-20,2016-11-25,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035.0,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,2016,2016-11,0.7,130.2336,55.814400000000006,29.999999838751297
843,CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036.0,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,2017,2017-11,0.55,20.592,16.848,44.99999879807696
844,CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036.0,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,2017,2017-11,0.55,14.8368,12.139199999999999,44.99999833185059
845,CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036.0,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2017,2017-11,0.55,6.248,5.111999999999999,44.99999603873274
846,CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036.0,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2017,2017-11,0.55,8.041,6.578999999999999,44.999996922024835
847,CA-2016-114300,2016-10-13,2016-10-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214.0,South,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,2016,2016-10,0.85,71.16199999999999,12.558000000000007,14.999999820831352
848,CA-2016-114300,2016-10-13,2016-10-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214.0,South,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,2016,2016-10,0.7,201.558,86.382,29.99999989581163
849,CA-2018-107503,2018-01-01,2018-01-06,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052.0,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,2018,2018-01,0.7,34.227199999999996,14.668800000000005,29.999999386452902
850,CA-2015-107755,2015-02-07,2015-02-12,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036.0,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,2015,2015-02,0.85,98.056,17.304000000000002,14.999999869972264
851,CA-2017-152534,2017-06-20,2017-06-25,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905.0,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2017,2017-06,0.55,2.8380000000000005,2.3219999999999996,44.99999127907145
852,CA-2017-152534,2017-06-20,2017-06-25,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905.0,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,38.88,2017,2017-06,0.55,21.384000000000004,17.496,44.99999884259262
853,CA-2017-113747,2017-05-28,2017-06-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212.0,South,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,2017,2017-05,0.55,102.23400000000001,83.64599999999999,44.99999975790832
854,CA-2017-123274,2017-02-19,2017-02-24,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035.0,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2017,2017-02,0.7,31.122,13.338000000000001,29.99999932523619
855,CA-2017-123274,2017-02-19,2017-02-24,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,2017,2017-02,0.55,133.61700000000002,109.32299999999998,44.99999981476907
856,CA-2015-125612,2015-08-03,2015-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2015,2015-08,0.55,21.978,17.982,44.999998873873906
857,CA-2015-125612,2015-08-03,2015-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035.0,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,2015,2015-08,0.55,56.265,46.035,44.9999995601173
858,CA-2015-125612,2015-08-03,2015-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2015,2015-08,0.55,11.748000000000001,9.611999999999998,44.99999789325852
859,CA-2018-161984,2018-04-10,2018-04-15,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901.0,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,2018,2018-04,0.55,4.1855,3.4245,44.99999408672877
860,CA-2018-161984,2018-04-10,2018-04-15,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901.0,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2018,2018-04,0.55,3.9380000000000006,3.2219999999999995,44.99999371508467
861,CA-2015-133851,2015-06-09,2015-06-16,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2015,2015-06,0.55,4.048000000000001,3.3119999999999994,44.99999388587039
862,CA-2015-133851,2015-06-09,2015-06-16,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2015,2015-06,0.55,12.705000000000002,10.395,44.99999805194813
863,CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,2017,2017-01,0.85,162.7512,28.720799999999997,14.999999921659562
864,CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2017,2017-01,0.55,2.8864000000000005,2.3615999999999997,44.999991425306504
865,CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2017,2017-01,0.85,50.3064,8.877600000000001,14.999999746553131
866,CA-2015-149020,2015-01-10,2015-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,2015,2015-01,0.55,1.5895000000000001,1.3005,44.99998442907113
867,CA-2015-149020,2015-01-10,2015-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,2015,2015-01,0.7,36.358,15.582,29.99999942241049
868,CA-2017-134362,2017-09-29,2017-10-02,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936,2017,2017-09,0.55,8.764800000000001,7.171199999999999,44.99999717620499
869,CA-2015-136742,2015-04-06,2015-04-10,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602.0,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,2015,2015-04,0.55,24.7005,20.209499999999995,44.99999899799601
870,CA-2017-158099,2017-09-03,2017-09-05,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,2017,2017-09,0.55,627.8085000000001,513.6614999999999,44.99999996057714
871,CA-2017-158099,2017-09-03,2017-09-05,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.782,2017,2017-09,0.85,238.66469999999998,42.1173,14.999999946577775
872,CA-2016-131128,2016-10-19,2016-10-20,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,3301.0,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,2016,2016-10,0.55,18.942,15.497999999999998,44.99999869337983
873,CA-2015-148488,2015-12-10,2015-12-15,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2015,2015-12,0.55,6.248,5.111999999999999,44.99999603873274
874,CA-2015-148488,2015-12-10,2015-12-15,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.344,2015,2015-12,0.55,58.489200000000004,47.85479999999999,44.99999957684496
875,CA-2018-114636,2018-08-25,2018-08-29,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,192.16,2018,2018-08,0.55,105.688,86.472,44.99999976582015
876,CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301.0,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,2017,2017-01,0.7,225.81299999999996,96.77700000000002,29.999999907002707
877,CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301.0,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,2017,2017-01,0.85,25.4915,4.4985,14.999999499833294
878,CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301.0,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,2017,2017-01,0.85,316.1745,55.795500000000004,14.999999959674168
879,US-2015-158638,2015-09-17,2015-09-21,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,2015,2015-09,0.55,3.2406000000000006,2.6513999999999998,44.99999236252675
880,CA-2018-111689,2018-11-30,2018-12-02,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024.0,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472,2018,2018-11,0.55,37.6596,30.812399999999997,44.99999934279707
881,CA-2018-111689,2018-11-30,2018-12-02,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024.0,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,2018,2018-11,0.7,870.03,372.8700000000001,29.999999975862906
882,CA-2016-129098,2016-10-09,2016-10-13,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,2016,2016-10,0.55,16.962,13.878,44.999998540856076
883,US-2018-123463,2018-12-23,2018-12-23,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,2018,2018-12,0.55,7.414000000000001,6.066,44.99999666172131
884,CA-2017-165148,2017-10-22,2017-10-24,First Class,PM-19135,Peter McVee,Home Office,United States,Detroit,Michigan,48227.0,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,2017,2017-10,0.7,21.979999999999997,9.420000000000002,29.999999044586023
885,CA-2015-134061,2015-04-29,2015-05-04,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609.0,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2015,2015-04,0.7,12.222,5.238000000000001,29.999998281787043
886,CA-2016-143602,2016-04-25,2016-04-28,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,90045.0,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,2016,2016-04,0.55,7.669200000000001,6.2748,44.99999677280574
887,CA-2018-115364,2018-06-26,2018-07-02,Standard Class,OT-18730,Olvera Toch,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,2018,2018-06,0.55,46.068000000000005,37.692,44.99999946275072
888,CA-2018-150707,2018-10-14,2018-10-19,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Columbia,Maryland,21044.0,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,2018,2018-10,0.55,20.713,16.946999999999996,44.99999880509827
889,CA-2015-104976,2015-12-09,2015-12-16,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,San Francisco,California,94122.0,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68,2015,2015-12,0.55,19.074,15.605999999999998,44.999998702422175
890,CA-2018-132934,2018-06-20,2018-06-26,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801.0,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,149.95,2018,2018-06,0.85,127.45749999999998,22.492500000000007,14.999999899966662
891,CA-2018-132934,2018-06-20,2018-06-26,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801.0,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,2018,2018-06,0.55,28.221600000000002,23.090399999999995,44.999999123012174
892,CA-2018-133256,2018-06-26,2018-06-27,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227.0,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,2018,2018-06,0.55,2.4970000000000003,2.0429999999999997,44.9999900881079
893,CA-2018-133256,2018-06-26,2018-06-27,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227.0,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,2018,2018-06,0.55,8.756,7.164,44.999997173367014
894,CA-2018-133256,2018-06-26,2018-06-27,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227.0,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,2018,2018-06,0.85,462.33199999999994,81.58800000000002,14.99999997242242
895,CA-2017-105494,2017-11-10,2017-11-12,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,2017,2017-11,0.55,85.70100000000001,70.11899999999999,44.99999971120523
896,CA-2017-105494,2017-11-10,2017-11-12,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,2017,2017-11,0.55,38.504400000000004,31.50359999999999,44.99999935721632
897,CA-2017-140634,2017-10-03,2017-10-06,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095.0,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648,2017,2017-10,0.55,8.6064,7.041599999999999,44.99999712423331
898,CA-2015-144407,2015-09-09,2015-09-15,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227.0,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,2015,2015-09,0.55,56.980000000000004,46.61999999999999,44.99999956563707
899,CA-2018-160983,2018-10-29,2018-10-31,Second Class,GB-14530,George Bell,Corporate,United States,Auburn,New York,13021.0,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,2018,2018-10,0.55,25.828000000000003,21.131999999999998,44.99999904173767
900,US-2017-114622,2017-04-10,2017-04-12,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503.0,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2017,2017-04,0.55,4.897200000000001,4.006799999999999,44.99999494609221
901,CA-2018-150959,2018-11-11,2018-11-13,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043.0,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,2018,2018-11,0.55,5.742,4.6979999999999995,44.999995689655584
902,CA-2018-150959,2018-11-11,2018-11-13,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043.0,Central,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,2018,2018-11,0.55,10.0848,8.251199999999999,44.999997545811645
903,CA-2018-132353,2018-09-15,2018-09-17,First Class,DB-13060,Dave Brooks,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976,2018,2018-09,0.85,275.3796,48.59640000000002,14.99999995370028
904,CA-2017-130477,2017-04-08,2017-04-12,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,2017,2017-04,0.55,11.022,9.017999999999999,44.99999775449112
905,CA-2017-130477,2017-04-08,2017-04-12,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032.0,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2017,2017-04,0.55,35.728,29.231999999999992,44.999999307266016
